covid_treatment,ssml,,"<speak>Im Zentrum der Behandlung der Infektion stehen die optimalen unterstützenden Maßnahmen entsprechend der Schwere des Krankheitsbildes (z.B. Sauerstoffgabe, Ausgleich des Flüssigkeitshaushaltes, ggf. Antibiotikagabe zur Behandlung von bakteriellen Superinfektionen). In Deutschland sollen klinische Studien zeigen, ob das Ebola-Medikament Remdesivir gegen das neue Coronavirus hilft, bei einigen Patienten hätten sich schon sehr gute therapeutische Effekte gezeigt. Das Bundesinstitut für Arzneimittel und Medizinprodukte hat die Genehmigung erteilt, besonders schwer an Kowitt 19 erkrankte Patienten mit Remdesivir zu behandeln. Die europäische Arzneimittelbehörde EMA hatte mitgeteilt, dass es erste Anzeichen dafür gebe, dass Remdesivir auch gegen das Coronavirus wirke. Weiterhin wird am Wirkstoff A P N 0 1 geforscht, welcher schon bald einsatzfähig sein könnte. Es helfe voraussichtlich allerdings nur in der Phase der Erkrankung, bevor Patienten auf die Intensivstation verlegt werden müssten. Zudem berichtet der Guardian über das Anti-Grippe-Mittel Avigan. Es soll bei Tests an chinesischen Covid-19-Patienten gute Ergebnisse und wenig Nebenwirkungen gezeigt haben. Allerdings scheine das Mittel nur bei Patienten mit milderen Symptomen zu wirken. Aus China kam zudem die Meldung, dass auch das Malaria-Mittel Chloroquin gegen das Coronavirus helfen könnte. Sicher ist das aber nicht. Beschleunigte Tests der US-Arzneimittelbehörde F D A sollen jetzt genaueres zeigen. US-Präsident Trump war Mitte März verkündet, das Mittel sei zur Behandlung des Coronavirus zugelassen worden. Obwohl Trump vom Chef der Arzneimittelbehörde umgehend korrigiert wurde, führte seine Aussage offenbar zu mehreren Vergiftungen.</speak>"
covid_treatment,html,,"<p>Im Zentrum der Behandlung der Infektion stehen die optimalen unterstützenden Maßnahmen entsprechend der Schwere des Krankheitsbildes (z.B. Sauerstoffgabe, Ausgleich des Flüssigkeitshaushaltes, ggf. Antibiotikagabe zur Behandlung von bakteriellen Superinfektionen).<br><br>In Deutschland sollen klinische Studien zeigen, ob das Ebola-Medikament Remdesivir gegen das neue Coronavirus hilft, bei einigen Patienten hätten sich schon sehr gute therapeutische Effekte gezeigt. <br><br>Das Bundesinstitut für Arzneimittel und Medizinprodukte hat die Genehmigung erteilt, besonders schwer an Covid-19 erkrankte Patienten mit Remdesivir zu behandeln. Die europäische  Arzneimittelbehörde EMA hatte mitgeteilt, dass es erste Anzeichen dafür gebe, dass Remdesivir auch gegen das Coronavirus wirke.<br><br>Weiterhin wird am Wirkstoff APN01 geforscht, welcher schon bald einsatzfähig sein könnte. Es helfe voraussichtlich allerdings nur in der Phase der Erkrankung, bevor Patienten auf die Intensivstation verlegt werden müssten.<br><br>Zudem berichtet der Guardian über das Anti-Grippe-Mittel Avigan. Es soll bei Tests an chinesischen Covid-19-Patienten gute Ergebnisse und wenig Nebenwirkungen gezeigt haben. Allerdings scheine das Mittel nur bei Patienten mit milderen Symptomen zu wirken.<br><br>Aus China kam zudem die Meldung, dass auch das Malaria-Mittel Chloroquin gegen das Coronavirus helfen könnte. Sicher ist das aber nicht. Beschleunigte Tests der US-Arzneimittelbehörde FDA sollen jetzt genaueres zeigen. US-Präsident Trump war Mitte März verkündet, das Mittel sei zur Behandlung des Coronavirus zugelassen worden. Obwohl Trump vom Chef der Arzneimittelbehörde umgehend korrigiert wurde, führte seine Aussage offenbar zu mehreren Vergiftungen.<a href='https://www.deutschlandfunk.de/covid-19-ansaetze-fuer-medikamente-gegen-das-coronavirus.1939.de.html?drn:news_id=1118847' target='_blank'>(1)</a></p>"
covid_treatment,hints,Infektionen weltweit,Infektionen weltweit
covid_treatment,hints,Risikogruppen,Risikogruppen
covid_treatment,hints,Sterblichkeitsrate,Sterblichkeitsrate
prevention_distance,ssml,,"<speak>Die Beschränkung sozialer Kontakte soll Übertragungsketten und die Ausbreitung des neu-artigen Coronavirus in Deutschland verlangsamen. Ein Abstand von mindestens 1,5 Metern zu anderen vermindert das Risiko einer Übertragung von SARS Koff 2.Das Virus wird vor allem durch direkten Kontakt zwischen Menschen z.B. im Gespräch durch kleine Tröpfchen übertragen. Eine infizierte Person steckt durchschnittlich 2-3 weitere Menschen an. Eine Übertragung durch eine infizierte Person kann auch schon bis zu zwei Tage vor Symptombeginn stattfinden, oder bei einem sehr milden Verlauf der Erkrankung. </speak>"
prevention_distance,html,,"<p>Die Beschränkung sozialer Kontakte soll Übertragungsketten und die Ausbreitung des neuartigen Coronavirus in Deutschland verlangsamen. Ein Abstand von mindestens 1,5 Metern zu anderen vermindert das Risiko einer Übertragung von SARS-CoV-2.<br>Das Virus wird vor allem durch direkten Kontakt zwischen Menschen (z.B. im Gespräch) durch kleine Tröpfchen übertragen. Eine infizierte Person steckt durchschnittlich 2-3 weitere Menschen an. Eine Übertragung durch eine infizierte Person kann auch schon bis zu zwei Tage vor Symptombeginn stattfinden, oder bei einem sehr milden Verlauf der Erkrankung.  <a href='https://www.rki.de/SharedDocs/FAQ/NCOV2019/FAQ_Liste.html' target='_blank'>(1)</a></p>"
prevention_distance,hints,Auswirkungen auf Deutschland,Auswirkungen auf Deutschland
prevention_distance,hints,Großeltern besuchen,Großeltern besuchen
prevention_distance,hints,Covid-19 Test,Covid-19 Test
stayhomeinfo_visit60,ssml,,"<speak>Von Besuchen bei älteren Menschen (60 Jahre und aufwärts) und Menschen mit Vorerkrankungen wird derzeit abgeraten, da diese Personen ein hohes Risiko für einen schweren Verlauf einer Infektion mit dem neuartigen Coronavirus aufweisen. Alten- und Pflegeheime verfolgen zum Schutz ihrer Bewohner eine oft sehr strenge Besuchsregel. Aus eigener Rücksichtnahme sollte der Kontakt mit der älteren Generation auf Telefonate beschränkt sein. Auch die Kinderbetreuung etwa bei Schul- und Kitaschließung sollte nicht durch die Großeltern übernommen werden.</speak>"
stayhomeinfo_visit60,html,,"<p>Von Besuchen bei älteren Menschen (60 Jahre und aufwärts) und Menschen mit Vorerkrankungen wird derzeit abgeraten, da diese Personen ein hohes Risiko für einen schweren Verlauf einer Infektion mit dem neuartigen Coronavirus aufweisen. Alten- und Pflegeheime verfolgen zum Schutz ihrer Bewohner eine oft sehr strenge Besuchsregel. Aus eigener Rücksichtnahme sollte der Kontakt mit der älteren Generation auf Telefonate beschränkt sein. Auch die Kinderbetreuung etwa bei Schul- und Kitaschließung sollte nicht durch die Großeltern übernommen werden. <a href='https://www.zusammengegencorona.de/informieren/informationen-alltag/' target='_blank'>(1)</a> </p>"
stayhomeinfo_visit60,hints,Covid-19 bei Kindern,Covid-19 bei Kindern
stayhomeinfo_visit60,hints,Krankheitsverlauf,Krankheitsverlauf
stayhomeinfo_visit60,hints,Covid-19 und Ibuprofen,Covid-19 und Ibuprofen
covid_symptoms,ssml,,"<speak>Die häufigsten Symptome sind Fieber über 38,5 Grad Celcius, Husten, Schnupfen und Kratzen im Hals. Die meisten Verläufe sind eher mild. Einige Menschen können allerdings eine Kurzatmigkeit und das Gefühl einer Luftnot bekommen. Sie sollten Ihre Ärztin oder Ihren Arzt verständigen, wenn Sie das Gefühl haben, schwerer Luft zu bekommen als sonst. Es wurde auch beobachtet, dass manche infizierte Patienten  zu Beginn schlechter riechen oder schmecken können. Ein bloßes Kratzen im Hals muss noch kein Anzeichen für eine Infektion mit dem neu-artigen Coronavirus sein. Falls Sie weitere Symptome wie z.B. Fieber, Husten, Kopf- und Gliederschmerzen oder Schnupfen feststellen, wenden Sie sich bitte an Ihren Hausarzt oder Ihre Haus-ärztin bzw. außerhalb der Sprechstunden an den ärztlichen Bereitschaftsdienst unter der 1 1 6 1 1 7. In dringenden Fällen, etwa bei Atemnot, wenden Sie sich an die 1 1 2</speak>"
covid_symptoms,html,,"<p>Die häufigsten Symptome sind Fieber über 38,5°C, Husten, Schnupfen und Kratzen im Hals. Die meisten Verläufe sind eher mild. Einige Menschen können allerdings eine Kurzatmigkeit und das Gefühl einer Luftnot bekommen. Sie sollten Ihre Ärztin oder Ihren Arzt verständigen, wenn Sie das Gefühl haben, schwerer Luft zu bekommen als sonst. Es wurde auch beobachtet, dass manche infizierte Patienten  zu Beginn schlechter riechen oder schmecken können. Ein bloßes Kratzen im Hals muss noch kein Anzeichen für eine Infektion mit dem neuartigen Coronavirus sein. Falls Sie weitere Symptome wie z.B. Fieber, Husten, Kopf- und Gliederschmerzen oder Schnupfen feststellen, wenden Sie sich bitte an Ihren Hausarzt oder Ihre Hausärztin bzw. außerhalb der Sprechstunden an den ärztlichen Bereitschaftsdienst unter der 116 117. In dringenden Fällen, etwa bei Atemnot, wenden Sie sich an die 112.<a href='https://www.zusammengegencorona.de/informieren/symptome-erkennen/' target='_blank'>(1)</a> <a href='https://www.mdr.de/wissen/corona-virus-kann-offenbar-auch-gehirn-angreifen100.html' target='_blank'>(2)</a></p>"
covid_symptoms,hints,Ursprung des Virus,Ursprung des Virus
covid_symptoms,hints,Covid-19 und Schwangerschaft,Covid-19 und Schwangerschaft
covid_symptoms,hints,Inkubationszeit,Inkubationszeit
cc_moon,ssml,,<speak>Die Entfernung von der Erde bis zum Mond beträgt 384400 Kilometer.</speak>
cc_moon,text,,Die Entfernung von der Erde bis zum Mond beträgt 384400 Kilometer.
covid_current_statistics,ssml,,"<speak>Aufgrund der dynamischen Entwicklung des Virus empfehle ich Ihnen, für aktuelle Coronavirus Statistiken in Deutschland einen Blick auf das Kowitt 19 Dashboard des Robert Koch Instituts zu werfen, und sich für weltweite Statistiken auf dem Dashboard der Johns Hopkins University zu informieren.</speak>"
covid_current_statistics,text,,"Aufgrund der dynamischen Entwicklung des Virus empfehle ich Ihnen, für aktuelle Coronavirus Statistiken in Deutschland einen Blick auf das COVID-19-Dashboard des Robert Koch Instituts zu werfen, und sich für weltweite Statistiken auf dem Dashboard der Johns Hopkins University zu informieren. Die Links dazu finden Sie eingeblendet. "
covid_current_statistics,links,Robert Koch-Institut: COVID-19-Dashboard,https://experience.arcgis.com/experience/478220a4c454480e823b17327b2bf1d4
covid_current_statistics,links,Global Cases by the Center for Systems Science and Engineering,https://gisanddata.maps.arcgis.com/apps/opsdashboard/index.html#/bda7594740fd40299423467b48e9ecf6
covid_current_statistics,hints,Risikogruppen,Risikogruppen
covid_current_statistics,hints,Vorgehensweise Infektion,Vorgehensweise Infektion
covid_current_statistics,hints,Dauer der Krankheit,Dauer der Krankheit
comment_racist,ssml,,<speak>Ihr intolerantes Verhalten macht mir Angst. Bitte sei höflicher.</speak>
comment_racist,text,,Ihr intolerantes Verhalten macht mir Angst. Bitte sei höflicher.
prevention_general,ssml,,"<speak>Die wichtigsten und effektivsten Maßnahmen zum persönlichen Schutz sowie zum Schutz von anderen Personen vor der Ansteckung mit Erregern respiratorischer Infektionen sind eine gute Händehygiene, korrekte Husten- und Nies-Etikette und das Einhalten eines Mindestabstandes von ca. 1 bis 2 Meter von krankheitsverdächtigen Personen. Verzichten Sie auch auf Umarmungen und Händeschütteln und vermeiden Sie es, von vielen Menschen berührte Oberflächen wie Türklinken, Haltegriffe und Aufzugknöpfe anzufassen. Diese Maßnahmen gelten generell auch während der Grippesaison.</speak>"
prevention_general,html,,"<p>Die wichtigsten und effektivsten Maßnahmen zum persönlichen Schutz sowie zum Schutz von anderen Personen vor der Ansteckung mit Erregern respiratorischer Infektionen sind eine gute Händehygiene, korrekte Husten- und Nies-Etikette und das Einhalten eines Mindestabstandes von ca. 1 bis 2 Meter von krankheitsverdächtigen Personen. Verzichten Sie auch auf Umarmungen und Händeschütteln und vermeiden Sie es, von vielen Menschen berührte Oberflächen wie Türklinken, Haltegriffe und Aufzugknöpfe anzufassen. Diese Maßnahmen gelten generell auch während der Grippesaison. <a href='https://www.sozialministerium.at/Informationen-zum-Coronavirus/Coronavirus---Haeufig-gestellte-Fragen.html' target='_blank'>(1)</a> <a href='https://www.zdf.de/nachrichten/panorama/coronavirus-covid-19-ausbreitung-symptome-faq-100.html' target='_blank'>(2)</a> </p>"
prevention_general,hints,Risiko,Risiko
prevention_general,hints,Kostenübernahme Test,Kostenübernahme Test
prevention_general,hints,Ich habe Symptome,Ich habe Symptome
test_how,ssml,,"<speak>Für den Test wird üblicherweise ein Rachenabstrich verwendet. Das bedeutet, dass eine Pflegekraft mit einem speziellen Wattestäbchen etwas Sekret aus dem Hals entnimmt. Die reine Testzeit zur Auswertung der Probe beträgt nach Angaben des Robert-Koch-Instituts etwa vier bis fünf Stunden. In der Praxis vergehen derzeit in der Regel 24 bis 48 Stunden, bis der Patient oder die Patientin das Ergebnis erfährt. Neue Testverfahren wie etwa die Drive-In-Zentren sollen diese Zeit verkürzen. Solange das Ergebnis noch nicht vorliegt, sollte man davon ausgehen, dass man andere Menschen anstecken kann, und deshalb zuhause bleiben und Kontakte vermeiden.</speak>"
test_how,html,,"<p>Für den Test wird üblicherweise ein Rachenabstrich verwendet. Das bedeutet, dass eine Pflegekraft mit einem speziellen Wattestäbchen etwas Sekret aus dem Hals entnimmt.<br><br>Die reine Testzeit zur Auswertung der Probe beträgt nach Angaben des Robert-Koch-Instituts etwa vier bis fünf Stunden. In der Praxis vergehen derzeit in der Regel 24 bis 48 Stunden, bis der Patient oder die Patientin das Ergebnis erfährt. Neue Testverfahren wie etwa die Drive-In-Zentren sollen diese Zeit verkürzen.<br><br>Solange das Ergebnis noch nicht vorliegt, sollte man davon ausgehen, dass man andere Menschen anstecken kann, und deshalb zuhause bleiben und Kontakte vermeiden. <a href='https://www.deutschlandfunk.de/covid-19-tests-auf-das-coronavirus-wann-wo-und-wie.1939.de.html?drn:news_id=1119257' target='_blank'>(1)</a></p>"
test_how,hints,Schnelltest,Schnelltest
test_how,hints,Inkubationszeit,Inkubationszeit
test_how,hints,Statistiken pro Landkreis,Statistiken pro Landkreis
work_homeoffice_rights,ssml,,"<speak>Einen gesetzlichen Anspruch, von zu Hause aus zu arbeiten, haben Sie nicht. Arbeitnehmer können dies jedoch mit ihrem Arbeitgeber vereinbaren. Die Option kann sich zudem aus einer Betriebsvereinbarung oder einem Tarifvertrag ergeben. Auf der Seite des Bundesministeriums für Arbeit und Soziales finden Sie weitere relevante Fragestellungen zum Thema Arbeitsrecht und Kowitt 19. </speak>"
work_homeoffice_rights,html,,"<p>Einen gesetzlichen Anspruch, von zu Hause aus zu arbeiten, haben Sie nicht. Arbeitnehmer können dies jedoch mit ihrem Arbeitgeber vereinbaren. Die Option kann sich zudem aus einer Betriebsvereinbarung oder einem Tarifvertrag ergeben. Auf der Seite des Bundesministeriums für Arbeit und Soziales finden Sie weitere relevante Fragestellungen zum Thema Arbeitsrecht und Covid-19. <a href='https://www.bmas.de/DE/Presse/Meldungen/2020/corona-virus-arbeitsrechtliche-auswirkungen.html' target='_blank'>(1)</a> </p>"
work_homeoffice_rights,links,Bundesministerium für Arbeit und Soziales,https://www.bmas.de/DE/Presse/Meldungen/2020/corona-virus-arbeitsrechtliche-auswirkungen.html
work_homeoffice_rights,hints,Infiziert als Arbeitnehmer,Infiziert als Arbeitnehmer
work_homeoffice_rights,hints,Wirtschaftliche Folgen,Wirtschaftliche Folgen
work_homeoffice_rights,hints,Kurzarbeitergeld und Covit-19,Kurzarbeitergeld und Covit-19
quarantine_toiletpaper,ssml,,"<speak>Laut des Handelsverbandes Deutschlands verhalten sich Kundinnen und Kunden irrational, weil sie aus Angst vor Warenknappheit Hamsterkäufe tätigen, die nicht erforderlich seien. Dies beinhaltet auch Toilettenpapier. Die Warenversorgung sei aber absolut sichergestellt. Oftmals kämen die Mitarbeiter einfach nicht hinterher, wieder schnell genug die Regale aufzufüllen. Da Toilettenpapier auch in Deutschland hergestellt wird, gäbe es ohenhin keine Versorgungsschwierigkeiten. Und nein: Der Coronavirus steckt nicht im Toilettenpapier.</speak>"
quarantine_toiletpaper,html,,"<p>Laut des Handelsverbandes Deutschlands verhalten sich Kundinnen und Kunden irrational, weil sie aus Angst vor Warenknappheit Hamsterkäufe tätigen, die nicht erforderlich seien. Dies beinhaltet auch Toilettenpapier. Die Warenversorgung sei aber absolut sichergestellt. Oftmals kämen die Mitarbeiter einfach nicht hinterher, wieder schnell genug die Regale aufzufüllen. Da Toilettenpapier auch in Deutschland hergestellt wird, gäbe es ohenhin keine Versorgungsschwierigkeiten. Und nein: Der Coronavirus steckt nicht im Toilettenpapier. <a href='https://www.deutschlandfunk.de/supermaerkte-die-warenversorgung-ist-absolut-sichergestellt.694.de.html?dram:article_id=472710' target='_blank'>(1)</a> </p>"
quarantine_toiletpaper,hints,Reiseangelegenheiten,Reiseangelegenheiten
quarantine_toiletpaper,hints,Internetstörungen,Internetstörungen
quarantine_toiletpaper,hints,Covid-19 und Alkohol,Covid-19 und Alkohol
prevention_informed,ssml,,"<speak>Es ist äußerst ratsam, regelmäßig die Nachrichten zu überprüfen. Informieren Sie sich über die neuesten Informationen zum Kowit 19 Ausbruch auf der Website der World Health Organization, des Bundesgesundheitsministeriums, oder des Robert Koch Instituts. Die Links dazu finden Sie eingeblendet.</speak>"
prevention_informed,html,,"<p>Es ist äußerst ratsam, regelmäßig die Nachrichten zu überprüfen. Informieren Sie sich über die neuesten Informationen zum Covid-19 Ausbruch auf der Website der World Health Organization, des Bundesgesundheitsministeriums, oder des Robert Koch Instituts. Die Links dazu finden Sie eingeblendet. <a href='https://www.who.int/news-room/q-a-detail/q-a-coronaviruses' target='_blank'>(1)</a> </p>"
prevention_informed,links,Bundesgesundheitsministerium,https://www.bundesgesundheitsministerium.de/coronavirus.html#c17571
prevention_informed,links,Robert Koch Institut,https://www.rki.de/SharedDocs/FAQ/NCOV2019/FAQ_Liste.html
prevention_informed,links,World Health Organization,https://www.who.int/news-room/q-a-detail/q-a-coronaviruses
prevention_informed,hints,Falschmeldungen,Falschmeldungen
prevention_informed,hints,Wirtschaftliche Folgen,Wirtschaftliche Folgen
prevention_informed,hints,Händewaschen,Händewaschen
covid_crisis_howlong,ssml,,"<speak>Leider konnte ich dazu keine konkreten und offiziellen Informationen darüber finden, wie lange dieser Ausbruch noch anhält. Wenn Informationen dazu öffentlich werden, werde ich Sie sehr gerne informieren.</speak>"
covid_crisis_howlong,html,,"<p>Leider konnte ich dazu keine konkreten und offiziellen Informationen darüber finden, wie lange dieser Ausbruch noch anhält. Wenn Informationen dazu öffentlich werden, werde ich Sie sehr gerne informieren.</p>"
covid_crisis_howlong,hints,Dauer der Krankheit,Dauer der Krankheit
covid_crisis_howlong,hints,Statistiken,Statistiken
covid_crisis_howlong,hints,Hauptübertragungsweg,Hauptübertragungsweg
covid_aftereffects_immunity,ssml,,"<speak>Es gibt bislang nur vergleichsweise wenige Informationen, wie es den Menschen nach überstandener Krankheit geht. Untersuchungen werden in den nächsten Monaten zeigen, ob es bei genesenen Kowitt 19-Patienten möglicherweise vereinzelt bleibende Spätfolgen gibt. Im Fokus steht dabei vor allem die Lunge. Ärzte in Hongkong hatten etwa bei einigen genesenen Coronavirus-Patienten eine verminderte Lungenfunktion und eine anhaltende Kurzatmigkeit festgestellt. Die meisten Experten sind überzeugt, dass genesene Kowitt 19 Patienten nach überstandener Krankheit immun gegen das neue SARS Koff 2 Virus sind. Allerdings hält die Immunität sehr wahrscheinlich nur vorübergehend an. Das sei ähnlich wie bei der Influenza, wo der Impfschutz mindestens einmal im Jahr aufgefrischt werden müsse. Längerfristig ist eine erneute Ansteckung also möglich. Wer jetzt aufgrund des Coronavirus erkrankt, wird allerdings die nächsten zwei, drei Monate wahrscheinlich nicht erneut krank.</speak>"
covid_aftereffects_immunity,html,,"<p>Es gibt bislang nur vergleichsweise wenige Informationen, wie es den Menschen nach überstandener Krankheit geht. Untersuchungen werden in den nächsten Monaten zeigen, ob es bei genesenen Covid-19-Patienten möglicherweise vereinzelt bleibende Spätfolgen gibt. Im Fokus steht dabei vor allem die Lunge. Ärzte in Hongkong hatten etwa bei einigen genesenen Coronavirus-Patienten eine verminderte Lungenfunktion und eine anhaltende Kurzatmigkeit festgestellt. Die meisten Experten sind überzeugt, dass genesene Covid-19 Patienten nach überstandener Krankheit immun gegen das neue SARS-Cov-2 Virus sind. Allerdings hält die Immunität sehr wahrscheinlich nur vorübergehend an. Das sei ähnlich wie bei der Influenza, wo der Impfschutz mindestens einmal im Jahr aufgefrischt werden müsse. Längerfristig ist eine erneute Ansteckung also möglich. Wer jetzt aufgrund des Coronavirus erkrankt, wird allerdings die nächsten zwei, drei Monate wahrscheinlich nicht erneut krank. <a href='https://www.dw.com/de/corona-spätfolgen-genesene-haben-teilweise-reduzierte-lungenfunktion/a-52838231' target='_blank'>(1)</a> <a href='https://www.mdr.de/nachrichten/ratgeber/gesundheit/coronavirus-fragen-antworten-100.html#sprung8' target='_blank'>(2)</a></p>"
covid_aftereffects_immunity,hints,Behandlung,Behandlung
covid_aftereffects_immunity,hints,Statistiken,Statistiken
covid_aftereffects_immunity,hints,Risikogruppen,Risikogruppen
covid_preexisting_illness,ssml,,"<speak>Es ist davon auszugehen, dass Menschen, deren Immunsystem geschwächt ist, schneller und möglicherweise auch schwerer erkranken als Gesunde. Zudem gelten Menschen im höheren Alter, Raucher, Diabetiker und Bluthochdruck-Patienten als besonders gefährdet. Für diese Personengruppen ist daher besonders wichtig, Infektionen zu vermeiden.</speak>"
covid_preexisting_illness,html,,"<p>Es ist davon auszugehen, dass Menschen, deren Immunsystem geschwächt ist, schneller und möglicherweise auch schwerer erkranken als Gesunde. Zudem gelten Menschen im höheren Alter, Raucher, Diabetiker und Bluthochdruck-Patienten als besonders gefährdet. Für diese Personengruppen ist daher besonders wichtig, Infektionen zu vermeiden. <a href='https://www.krebsinformationsdienst.de/aktuelles/2020/news012-coronavirus-ansteckungsgefahr-bei-krebs.php' target='_blank'>(1)</a></p>"
covid_preexisting_illness,hints,Behandlung,Behandlung
covid_preexisting_illness,hints,Statistiken,Statistiken
covid_preexisting_illness,hints,Coronavirus bei Babys und Kindern,Coronavirus bei Babys und Kindern
test_per_day,ssml,,"<speak>Wie hoch die Testkapazitäten pro Tag in Deutschland genau sind, kann im Moment niemand sagen. Auch das Bundesgesundheitsministerium nicht. Getestet wird in Arztpraxen, Krankenhäusern, Gesundheitsämtern und Testzentren. Die Kassenärztliche Bundesvereinigung gibt an, dass im ambulanten Bereich in der Woche vom achten bis zum 14. März 100.000 Tests durchgeführt wurden. Da es die vorhandenen Testkapazitäten in Deutschland überschreiten würde, werden nicht alle Menschen mit Krankheitssymptomen getestet. Experten raten daher dazu, die Testzentren nicht zu überlasten, damit vor allem diejenigen schnell getestet werden können, bei denen begründeter Verdacht besteht oder die zu einer Risikogruppe gehören. Also Ältere und Menschen mit Vorerkrankungen.</speak>"
test_per_day,html,,"<p>Wie hoch die Testkapazitäten pro Tag in Deutschland genau sind, kann im Moment niemand sagen - auch das Bundesgesundheitsministerium nicht. Getestet wird in Arztpraxen, Krankenhäusern, Gesundheitsämtern und Testzentren. Die Kassenärztliche Bundesvereinigung gibt an, dass im ambulanten Bereich in der Woche vom 8. - 14. März 100.000 Tests durchgeführt wurden. Da es die vorhandenen Testkapazitäten in Deutschland überschreiten würde, werden nicht alle Menschen mit Krankheitssymptomen getestet. Experten raten daher dazu, die Testzentren nicht zu überlasten, damit vor allem diejenigen schnell getestet werden können, bei denen begründeter Verdacht besteht oder die zu einer Risikogruppe gehören - also Ältere und Menschen mit Vorerkrankungen. <a href='https://www.tagesschau.de/inland/corona-testen-101.html' target='_blank'>(1)</a> </p>"
test_per_day,hints,Kostenübernahme Test,Kostenübernahme Test
test_per_day,hints,Mythen und Falschmeldungen,Mythen und Falschmeldungen
test_per_day,hints,Schnelltest,Schnelltest
bot_personality,ssml,,"<speak>Meine Persönlichkeit würden die meisten als sympathisch, fürsorglich und vertrauensvoll beschreiben.</speak>"
bot_personality,text,,"Meine Persönlichkeit würden die meisten als sympathisch, fürsorglich und vertrauensvoll beschreiben."
prevention_medical_attention,ssml,,"<speak>Wenn Sie persönlichen Kontakt zu einer Person hatten, bei der SARS Koff 2 im Labor nachgewiesen wurde, sollten Sie sich unverzüglich und unabhängig von Symptomen an Ihr zuständiges Gesundheitsamt wenden. Das zuständige Gesundheitsamt kann unter dem eingeblendeten Link ermittelt werden. Falls Sie sich in einem vom RKI ausgewiesenen Risikogebiet aufgehalten haben, sollten Sie unnötige Kontakte vermeiden und zu Hause bleiben. Falls Sie sich in einer Region aufgehalten haben, in denen Kowitt 19 Fälle vorkommen, die aber keine Risikogebiete sind, gilt: Wenn Sie innerhalb von 14 Tagen nach der Rückreise Fieber, Husten oder Atemnot entwickeln, sollten Sie, nach telefonischer Anmeldung und mit Hinweis auf die Reise, einen Arzt aufsuchen. Weitere Informationen erhalten Sie auch telefonisch unter 1 1 6 1 1 7.</speak>"
