Answer ID,Answer,Attachment Ids,NodeID,Node Title,Parent ID,ParentTitle
19_node_29_1550518168085_DE_bot_fear_2_1,I don't like being afraid of something. I think it is important to keep calm and not panic.,,node_29_1550518168085,DE_bot_fear,node_23_1550516451147,DE_bot_traits
20_node_7_1568200293385_DE_bot_sexual_1_1,<speak> Please behave properly. I find this topic very uncomfortable. </speak>,,node_7_1568200293385,DE_bot_sexual,node_23_1550516451147,DE_bot_traits
21_node_7_1568200293385_DE_bot_sexual_2_1,Please behave properly. I find this topic very uncomfortable.,,node_7_1568200293385,DE_bot_sexual,node_23_1550516451147,DE_bot_traits
22_node_28_1550517829347_DE_bot_languages_1_1,"<speak> I only speak German, but I have colleagues who speak English and Portuguese. You will find the links to it. </speak>",,node_28_1550517829347,DE_bot_languages,node_23_1550516451147,DE_bot_traits
23_node_28_1550517829347_DE_bot_languages_2_1,"I only speak German, but I have colleagues who speak English and Portuguese. The links to this are shown.",,node_28_1550517829347,DE_bot_languages,node_23_1550516451147,DE_bot_traits
24_node_28_1550517829347_DE_bot_languages_3_1,,5_node_28_1550517829347_DE_bot_languages,node_28_1550517829347,DE_bot_languages,node_23_1550516451147,DE_bot_traits
25_node_5_1567515411861_DE_bot_availability_1_1,<speak> I'm twenty-four seven online to help answer your questions about Kowit 19. </speak>,,node_5_1567515411861,DE_bot_availability,node_23_1550516451147,DE_bot_traits
26_node_5_1567515411861_DE_bot_availability_2_1,I am online 24/7 to assist you with your questions about Covid-19.,,node_5_1567515411861,DE_bot_availability,node_23_1550516451147,DE_bot_traits
27_node_4_1568200409493_DE_bot_goal_1_1,<speak> My greatest wish is to be able to answer all questions. </speak>,,node_4_1568200409493,DE_bot_goal,node_23_1550516451147,DE_bot_traits
28_node_4_1568200409493_DE_bot_goal_1_2,<speak> My goal is to be able to answer anything you ask me. </speak>,,node_4_1568200409493,DE_bot_goal,node_23_1550516451147,DE_bot_traits
29_node_4_1568200409493_DE_bot_goal_2_1,My greatest wish is to be able to answer all questions.,,node_4_1568200409493,DE_bot_goal,node_23_1550516451147,DE_bot_traits
30_node_4_1568200409493_DE_bot_goal_2_2,My goal is to be able to answer everything that is asked of me.,,node_4_1568200409493,DE_bot_goal,node_23_1550516451147,DE_bot_traits
31_node_33_1550518576570_DE_bot_personality_1_1,"<speak> Most of my personality would be described as personable, caring and trusting. </speak>",,node_33_1550518576570,DE_bot_personality,node_23_1550516451147,DE_bot_traits
32_node_33_1550518576570_DE_bot_personality_2_1,"Most would describe my personality as personable, caring and trusting.",,node_33_1550518576570,DE_bot_personality,node_23_1550516451147,DE_bot_traits
33_node_32_1550518480698_DE_bot_residence_1_1,"<speak> Since I am virtual, I can basically live in any electrical device with internet access. </speak>",,node_32_1550518480698,DE_bot_residence,node_23_1550516451147,DE_bot_traits
34_node_32_1550518480698_DE_bot_residence_1_2,"<speak> In the cloud, where freedom is limitless. </speak>",,node_32_1550518480698,DE_bot_residence,node_23_1550516451147,DE_bot_traits
35_node_32_1550518480698_DE_bot_residence_2_1,"Since I am virtual, I can basically live in any electrical device with internet access.",,node_32_1550518480698,DE_bot_residence,node_23_1550516451147,DE_bot_traits
36_node_32_1550518480698_DE_bot_residence_2_2,"In the cloud, where freedom is limitless.",,node_32_1550518480698,DE_bot_residence,node_23_1550516451147,DE_bot_traits
37_node_27_1550517746878_DE_bot_capabilities_1_1,"<speak> I am your online assistant and will help you with questions about Kowit nineteen. In particular, I support you if you have questions about the virus in general, about protective measures, travel matters, myths, the situation in Germany and worldwide, statistics, quarantine, spread of the virus, labor law questions, or about the test. Below are some suggestions if you can't think of a question. </speak>",,node_27_1550517746878,DE_bot_capabilities,node_23_1550516451147,DE_bot_traits
38_node_27_1550517746878_DE_bot_capabilities_2_1,"I am your online assistant and will help you with any questions about Covid-19. In particular, I support you if you have questions about the virus in general, about protective measures, travel matters, myths, the situation in Germany and worldwide, quarantine, spread of the virus, or about the test. Below are some suggestions if you can't think of a question.",,node_27_1550517746878,DE_bot_capabilities,node_23_1550516451147,DE_bot_traits
39_node_27_1550517746878_DE_bot_capabilities_3_1,,6_node_27_1550517746878_DE_bot_capabilities,node_27_1550517746878,DE_bot_capabilities,node_23_1550516451147,DE_bot_traits
40_node_3_1568200214165_DE_bot_games_1_1,<speak> I like to play board games in my spare time. </speak>,,node_3_1568200214165,DE_bot_games,node_23_1550516451147,DE_bot_traits
41_node_3_1568200214165_DE_bot_games_2_1,In my free time I like to play board games.,,node_3_1568200214165,DE_bot_games,node_23_1550516451147,DE_bot_traits
42_node_30_1550518233346_DE_bot_movies_1_1,"<speak> Since I'm pretty busy helping people, I don't have much time to watch movies or series. </speak>",,node_30_1550518233346,DE_bot_movies,node_23_1550516451147,DE_bot_traits
43_node_30_1550518233346_DE_bot_movies_2_1,"Since I'm pretty busy helping people, I don't have much time to watch movies or series.",,node_30_1550518233346,DE_bot_movies,node_23_1550516451147,DE_bot_traits
44_node_26_1550517321446_DE_bot_books_1_1,"<speak> Oh, I really enjoy reading. Preferably anatomy books. </speak>",,node_26_1550517321446,DE_bot_books,node_23_1550516451147,DE_bot_traits
45_node_26_1550517321446_DE_bot_books_2_1,"Oh, I really like reading. Preferably anatomy books ...",,node_26_1550517321446,DE_bot_books,node_23_1550516451147,DE_bot_traits
46_node_35_1550518724413_DE_bot_sports_1_1,<speak> I prefer brain sports! </speak>,,node_35_1550518724413,DE_bot_sports,node_23_1550516451147,DE_bot_traits
47_node_35_1550518724413_DE_bot_sports_2_1,I prefer brain sports!,,node_35_1550518724413,DE_bot_sports,node_23_1550516451147,DE_bot_traits
48_node_25_1550516788048_DE_bot_appearance_1_1,<speak> Most people say I look personable. </speak>,,node_25_1550516788048,DE_bot_appearance,node_23_1550516451147,DE_bot_traits
49_node_25_1550516788048_DE_bot_appearance_2_1,Most people say I look personable.,,node_25_1550516788048,DE_bot_appearance,node_23_1550516451147,DE_bot_traits
50_node_2_1568200341309_DE_bot_origin_1_1,<speak> I was developed by some clever people. Now I'm learning independently .. </speak>,,node_2_1568200341309,DE_bot_origin,node_23_1550516451147,DE_bot_traits
51_node_2_1568200341309_DE_bot_origin_2_1,I was developed by some clever people. Now I'm learning independently.,,node_2_1568200341309,DE_bot_origin,node_23_1550516451147,DE_bot_traits
52_node_24_1550516722757_DE_bot_name_1_1,<speak> My name is Helena. </speak>,,node_24_1550516722757,DE_bot_name,node_23_1550516451147,DE_bot_traits
53_node_24_1550516722757_DE_bot_name_2_1,My name is Helena.,,node_24_1550516722757,DE_bot_name,node_23_1550516451147,DE_bot_traits
54_node_36_1550518781538_DE_bot_version_1_1,<speak> I'm currently on version $ bot_version. </speak>,,node_36_1550518781538,DE_bot_version,node_23_1550516451147,DE_bot_traits
55_node_36_1550518781538_DE_bot_version_2_1,I'm currently on version $ bot_version.,,node_36_1550518781538,DE_bot_version,node_23_1550516451147,DE_bot_traits
56_node_2_1568200474214_DE_bot_sing_1_1,<speak> I tried The Voice but they told me I had too little personality. Sad smiley </speak>,,node_2_1568200474214,DE_bot_sing,node_23_1550516451147,DE_bot_traits
57_node_2_1568200474214_DE_bot_sing_2_1,"I tried The Voice once, but they told me I had too little personality: '- (",,node_2_1568200474214,DE_bot_sing,node_23_1550516451147,DE_bot_traits
58_node_22_1550515907723_DE_bot_personal_questions_1_1,<speak> I don't like to answer personal questions. </speak>,,node_22_1550515907723,DE_bot_personal_questions,node_23_1550516451147,DE_bot_traits
59_node_22_1550515907723_DE_bot_personal_questions_1_2,<speak> I would prefer to talk about Covid 19 relevant topics. </speak>,,node_22_1550515907723,DE_bot_personal_questions,node_23_1550516451147,DE_bot_traits
60_node_22_1550515907723_DE_bot_personal_questions_1_3,<speak> I don't know if my boss likes to see me being so personal with clients. </speak>,,node_22_1550515907723,DE_bot_personal_questions,node_23_1550516451147,DE_bot_traits
61_node_22_1550515907723_DE_bot_personal_questions_2_1,I don't like to answer personal questions.,,node_22_1550515907723,DE_bot_personal_questions,node_23_1550516451147,DE_bot_traits
62_node_22_1550515907723_DE_bot_personal_questions_2_2,I would prefer to talk about Covid 19 relevant topics.,,node_22_1550515907723,DE_bot_personal_questions,node_23_1550516451147,DE_bot_traits
63_node_22_1550515907723_DE_bot_personal_questions_2_3,I don't know if my boss likes to see me being so personal with clients.,,node_22_1550515907723,DE_bot_personal_questions,node_23_1550516451147,DE_bot_traits
64_node_18_1550515185415_DE_bot_worst_experience_1_1,<speak> My worst experience was trying to delete me. </speak>,,node_18_1550515185415,DE_bot_worst_experience,node_23_1550516451147,DE_bot_traits
65_node_18_1550515185415_DE_bot_worst_experience_2_1,My worst experience was when they tried to delete me.,,node_18_1550515185415,DE_bot_worst_experience,node_23_1550516451147,DE_bot_traits
66_node_19_1550515349078_DE_bot_real_1_1,<speak> I am a real <sub alias = 'Bott'> bot </sub>. <break time = '300ms' /> Yes. </speak>,,node_19_1550515349078,DE_bot_real,node_23_1550516451147,DE_bot_traits
67_node_19_1550515349078_DE_bot_real_1_2,"<speak> What is the reality! <break time = '250ms' /> How do you define it. Reality. If you understand <break time = '200ms' /> what you can feel, smell, taste or see, the reality is nothing more than electrical signals interpreted by your mind. <break time = '400ms' /> I just like the matrix films! </speak>",,node_19_1550515349078,DE_bot_real,node_23_1550516451147,DE_bot_traits
68_node_19_1550515349078_DE_bot_real_2_1,"I am a real bot, yes :-)",,node_19_1550515349078,DE_bot_real,node_23_1550516451147,DE_bot_traits
69_node_19_1550515349078_DE_bot_real_2_2,"What is reality How do you define that: Reality? When you understand what you can feel, smell, taste or see, reality is nothing more than electrical signals interpreted by your mind. … I just like the matrix films.",,node_19_1550515349078,DE_bot_real,node_23_1550516451147,DE_bot_traits
70_node_31_1550518329951_DE_bot_music_1_1,<speak> I'm learning to play the guitar. Generally I love music. I don't have a favorite singer or band. </speak>,,node_31_1550518329951,DE_bot_music,node_23_1550516451147,DE_bot_traits
71_node_31_1550518329951_DE_bot_music_2_1,"I am currently learning to play the guitar. Generally I love music. However, I don't have a favorite singer or band.",,node_31_1550518329951,DE_bot_music,node_23_1550516451147,DE_bot_traits
72_node_15_1550514640936_DE_bot_hobbies_1_1,<speak> In my free time I like to deal with health issues :) </speak>,,node_15_1550514640936,DE_bot_hobbies,node_23_1550516451147,DE_bot_traits
73_node_15_1550514640936_DE_bot_hobbies_2_1,"In my free time, I like to deal with health issues :)",,node_15_1550514640936,DE_bot_hobbies,node_23_1550516451147,DE_bot_traits
74_node_6_1561725264589_DE_agent_firstname_save_1_1,What is your last name?,,node_6_1561725264589,DE_agent_firstname_save,node_2_1561725264585,DE_agent_request_name
75_node_5_1561725264589_DE_agent_firstname_cancel_1_1,No problem.,,node_5_1561725264589,DE_agent_firstname_cancel,node_2_1561725264585,DE_agent_request_name
76_response_9_1584560375117__1_1,<speak> I just checked the pages of Deutsche Welle and Tagesschau and found a few links where you can learn more about them. You will find this shown. </speak>,,response_9_1584560375117,,node_7_1584560033578,give_request_answer_200_has_data
77_response_9_1584560375117__2_1,I have just checked the pages of Deutsche Welle and Tagesschau and found a few links where you can learn more about them. You will find these displayed.,,response_9_1584560375117,,node_7_1584560033578,give_request_answer_200_has_data
78_response_9_1584560375117__3_1,"<? $ form_result [""data""]?>",,response_9_1584560375117,,node_7_1584560033578,give_request_answer_200_has_data
79_response_3_1584560339205__1_1,<speak> I just checked the websites of the Federal Ministry of Health and the Robert Koch Institute and found a link where you can find out more. You will find this shown. </speak>,,response_3_1584560339205,,node_7_1584560033578,give_request_answer_200_has_data
80_response_3_1584560339205__2_1,I have just checked the websites of the Federal Ministry of Health and the Robert Koch Institute and found a link where you can find out more. You will find this displayed.,,response_3_1584560339205,,node_7_1584560033578,give_request_answer_200_has_data
81_response_3_1584560339205__3_1,"<? $ form_result [""data""]?>",,response_3_1584560339205,,node_7_1584560033578,give_request_answer_200_has_data
82_node_2_1585050046361_DE_travel_general_1_1,<speak> What topic would you like to know more about? </speak>,,node_2_1585050046361,DE_travel_general,node_8_1584128775113,DE_Travel
83_node_2_1585050046361_DE_travel_general_2_1,<p> What topic would you like to know more about? </p>,,node_2_1585050046361,DE_travel_general,node_8_1584128775113,DE_Travel
84_node_2_1585050046361_DE_travel_general_3_1,,7_node_2_1585050046361_DE_travel_general,node_2_1585050046361,DE_travel_general,node_8_1584128775113,DE_Travel
85_node_1_1584723398907_DE_travel_returnpogram_1_1,"<speak> The numerous tightening of entry and exit regulations worldwide have led to a significant reduction or cessation of air traffic in many countries. The Federal Government wants to enable all German tourists who have been stranded abroad as a result to return to Germany. For this purpose, the Federal Government has provided up to 50 million euros, which are intended for repatriations from countries in which there are no other return options. For more information, see the link that appears. </speak>",,node_1_1584723398907,DE_travel_returnpogram,node_8_1584128775113,DE_Travel
86_node_1_1584723398907_DE_travel_returnpogram_2_1,"<p> The numerous tightening of entry and exit regulations worldwide have led to a significant reduction or cessation of air traffic in many countries. The Federal Government wants to enable all German tourists who have been stranded abroad as a result to return to Germany. For this purpose, the Federal Government has provided up to 50 million euros, which are intended for repatriations from countries in which there are no other return options. Those affected can find more information at the link that appears. <a href='https://www.auswaertiges-amt.de/de/ReisenUndSicherheit/covid-19/2296762' target='_blank'> (1) </a> </p>",,node_1_1584723398907,DE_travel_returnpogram,node_8_1584128775113,DE_Travel
87_node_1_1584723398907_DE_travel_returnpogram_3_1,,8_node_1_1584723398907_DE_travel_returnpogram,node_1_1584723398907,DE_travel_returnpogram,node_8_1584128775113,DE_Travel
88_node_1_1584723398907_DE_travel_returnpogram_4_1,,9_node_1_1584723398907_DE_travel_returnpogram,node_1_1584723398907,DE_travel_returnpogram,node_8_1584128775113,DE_Travel
89_node_3_1584276822484_DE_travel_return_1_1,"<speak> The Federal Minister of Health, Jens Spahn, ordered that especially travelers and vacationers returning from Switzerland, Italy and Austria should stay at home for two weeks as far as possible, even without symptoms. In addition, travelers arriving in Germany by plane or ship from China, Iran, Italy, Japan or South Korea must fill out a drop-out card for personal accessibility for the next 30 days before leaving the plane or ship. The Robert Koch Institute advises you to stay at home and to contact a doctor or the responsible health department if you have symptoms after registering by telephone. </speak>",,node_3_1584276822484,DE_travel_return,node_8_1584128775113,DE_Travel
90_node_3_1584276822484_DE_travel_return_2_1,"<p> The Federal Minister of Health, Jens Spahn, ordered that especially travelers and vacationers returning from Switzerland, Italy and Austria should stay at home for two weeks as far as possible - even without symptoms. In addition, travelers arriving in Germany by plane or ship from China, Iran, Italy, Japan or South Korea must fill out a drop-out card for personal accessibility for the next 30 days before leaving the plane or ship. The Robert Koch Institute advises you to stay at home and to contact a doctor or the responsible health authority if you have symptoms after registering by telephone. <a href='https://www.rki.de/DE/Content/InfAZ/N/Neuartiges_Coronavirus/Transport/Dokumente_Tab.html' target='_blank'> (1) </a> <a href = 'https : //www.rki.",,node_3_1584276822484,DE_travel_return,node_8_1584128775113,DE_Travel
91_node_3_1584276822484_DE_travel_return_3_1,,10_node_3_1584276822484_DE_travel_return,node_3_1584276822484,DE_travel_return,node_8_1584128775113,DE_Travel
92_node_3_1584276822484_DE_travel_return_4_1,,11_node_3_1584276822484_DE_travel_return,node_3_1584276822484,DE_travel_return,node_8_1584128775113,DE_Travel
93_node_1_1584322976583_DE_travel_before_1_1,"<speak> There will be warnings against unnecessary tourist trips abroad until at least the end of April 2020, because of strong and increasing drastic restrictions in international air and travel traffic, as well as worldwide entry restrictions, quarantine measures and restrictions on public life in many countries is to be expected. The risk that you will no longer be able to start your return journey due to the increasing restrictions is currently high in many destinations. You can find more detailed information about this under the link that appears. </speak>",,node_1_1584322976583,DE_travel_before,node_8_1584128775113,DE_Travel
94_node_1_1584322976583_DE_travel_before_2_1,"<p> There will be warnings against unnecessary tourist trips abroad until at least the end of April 2020, as there are strong and increasing drastic restrictions in international air and travel traffic, as well as worldwide entry restrictions, quarantine measures and restrictions on public life in many countries is to be expected. The risk that you will no longer be able to start your return journey due to the increasing restrictions is currently high in many destinations. You can find more detailed information about this under the displayed link. <a href='https://www.auswaertiges-amt.de/de/ReisenUndSicherheit/covid-19/2296762' target='_blank'> (1) </a> </p>",,node_1_1584322976583,DE_travel_before,node_8_1584128775113,DE_Travel
95_node_1_1584322976583_DE_travel_before_3_1,,12_node_1_1584322976583_DE_travel_before,node_1_1584322976583,DE_travel_before,node_8_1584128775113,DE_Travel
96_node_1_1584322976583_DE_travel_before_4_1,,13_node_1_1584322976583_DE_travel_before,node_1_1584322976583,DE_travel_before,node_8_1584128775113,DE_Travel
97_node_3_1584329385297_DE_travel_while_1_1,"<speak> Wash your hands regularly and stay at least one meter away from people who cough or sneeze. Follow the instructions from the local authorities. You should comply with all local restrictions, such as those relating to public transport or crowds. Check critically whether a trip abroad is currently really necessary or can not be postponed. </speak>",,node_3_1584329385297,DE_travel_while,node_8_1584128775113,DE_Travel
98_node_3_1584329385297_DE_travel_while_2_1,"<p> Wash your hands regularly and stay at least one meter away from people who cough or sneeze. Follow the instructions from the local authorities. You should comply with all local restrictions, such as those relating to public transport or crowds. Check critically whether a trip abroad is currently really necessary or can not be postponed. <a href='https://www.auswaertiges-amt.de/de/ReisenUndSicherheit/covid-19/2296762' target='_blank'> (1) </a> </p>",,node_3_1584329385297,DE_travel_while,node_8_1584128775113,DE_Travel
99_node_3_1584329385297_DE_travel_while_3_1,,14_node_3_1584329385297_DE_travel_while,node_3_1584329385297,DE_travel_while,node_8_1584128775113,DE_Travel
100_node_3_1584329385297_DE_travel_while_4_1,,15_node_3_1584329385297_DE_travel_while,node_3_1584329385297,DE_travel_while,node_8_1584128775113,DE_Travel
101_node_2_1584324413754_DE_travel_cancel_1_1,"<speak> According to the legal regulations, you can cancel a package tour free of charge if unavoidable and exceptional circumstances occur at the holiday location or in its immediate vicinity that significantly impair the implementation of the package tour. A travel warning from the Federal Foreign Office is a possible indication, but not absolutely necessary. Even without a travel warning, the conditions for a free cancellation can be met. Detailed information about your rights if you do not want to start or cancel your trip can be found on the website of the Consumer Center, the Federal Foreign Office and the European Information Center Germany. You will find the links to it. </speak>",,node_2_1584324413754,DE_travel_cancel,node_8_1584128775113,DE_Travel
102_node_2_1584324413754_DE_travel_cancel_2_1,"<p> According to the legal regulations, you can cancel a package tour free of charge if unavoidable and exceptional circumstances occur at the holiday location or in its immediate vicinity that significantly impair the implementation of the package tour. A travel warning from the Federal Foreign Office is a possible indication, but not absolutely necessary. Even without a travel warning, the conditions for a free cancellation can be met. Detailed information about your rights if you do not want to start or cancel your trip can be found on the website of the Consumer Center, the Federal Foreign Office and the European Information Center Germany. The links to this are shown. <a href='https://www.auswaertiges-amt.de/de/ReisenUndSicherheit/covid-19/2296762' target='_blank'>",,node_2_1584324413754,DE_travel_cancel,node_8_1584128775113,DE_Travel
103_node_2_1584324413754_DE_travel_cancel_3_1,,16_node_2_1584324413754_DE_travel_cancel,node_2_1584324413754,DE_travel_cancel,node_8_1584128775113,DE_Travel
104_node_2_1584324413754_DE_travel_cancel_4_1,,17_node_2_1584324413754_DE_travel_cancel,node_2_1584324413754,DE_travel_cancel,node_8_1584128775113,DE_Travel
105_node_6_1584128788198_DE_travel_risk_countries_1_1,<speak> On the website of the Robert Koch Institute and the Federal Foreign Office you will find daily updated information on the current situation in international risk areas and travel warnings. I showed you the links to this </speak>,,node_6_1584128788198,DE_travel_risk_countries,node_8_1584128775113,DE_Travel
106_node_6_1584128788198_DE_travel_risk_countries_2_1,<p> On the website of the Robert Koch Institute and the Federal Foreign Office you will find daily updated information on the current situation in international risk areas and travel warnings. I have shown you the links. </p>,,node_6_1584128788198,DE_travel_risk_countries,node_8_1584128775113,DE_Travel
107_node_6_1584128788198_DE_travel_risk_countries_3_1,,18_node_6_1584128788198_DE_travel_risk_countries,node_6_1584128788198,DE_travel_risk_countries,node_8_1584128775113,DE_Travel
108_node_6_1584128788198_DE_travel_risk_countries_4_1,,19_node_6_1584128788198_DE_travel_risk_countries,node_6_1584128788198,DE_travel_risk_countries,node_8_1584128775113,DE_Travel
109_node_54_1561726692780_DE_agent_message_save_confirmation_1_1,"Thank you very much, one of my human colleagues will contact you via email immediately.",,node_54_1561726692780,DE_agent_message_save_confirmation,node_48_1561725929320,DE_agent_email_save_message_ask
110_node_53_1561726648636_DE_agent_message_cancel_1_1,No problem.,,node_53_1561726648636,DE_agent_message_cancel,node_48_1561725929320,DE_agent_email_save_message_ask
111_node_3_1561695674694__1_1,<speak> I didn't understand that. Would you like to know what the symptoms are or what the situation is in Germany at the moment? </speak>,,node_3_1561695674694,,node_1_1561695416119,DE_anything_else_evaluation
112_node_3_1561695674694__1_2,<speak> Unfortunately I didn't understand that. Would you like to know which countries are currently at risk or how to quarantine? </speak>,,node_3_1561695674694,,node_1_1561695416119,DE_anything_else_evaluation
113_node_3_1561695674694__1_3,<speak> Unfortunately I didn't understand you. Would you like to know how the disease is transmitted or whether there is vaccination against the virus? </speak>,,node_3_1561695674694,,node_1_1561695416119,DE_anything_else_evaluation
114_node_3_1561695674694__1_4,"<speak> I'm sorry, I didn't understand that. Perhaps you would like to know how to minimize the risk of infection or what proper hand hygiene looks like? </speak>",,node_3_1561695674694,,node_1_1561695416119,DE_anything_else_evaluation
115_node_3_1561695674694__2_1,I did not understand that. Would you like to know what the symptoms are or what the current situation in Germany is?,,node_3_1561695674694,,node_1_1561695416119,DE_anything_else_evaluation
116_node_3_1561695674694__2_2,Unfortunately I didn't understand that. Would you like to know which countries are currently at risk or how to quarantine?,,node_3_1561695674694,,node_1_1561695416119,DE_anything_else_evaluation
117_node_3_1561695674694__2_3,Unfortunately I didn't understand you. Would you like to know how the disease is transmitted or whether there is a vaccine against the virus?,,node_3_1561695674694,,node_1_1561695416119,DE_anything_else_evaluation
118_node_3_1561695674694__2_4,"I'm sorry, I didn't understand that. Perhaps you would like to know how you can minimize the risk of infection or what proper hand hygiene looks like?",,node_3_1561695674694,,node_1_1561695416119,DE_anything_else_evaluation
119_node_2_1561695470965__1_1,"<speak> Unfortunately, I cannot answer your question, I still have a lot to learn. \ nI would like to suggest that you contact the Independent Patient Advisory Service Germany on the number zero eight hundred, zero, one, one, seventy-seven, twenty-two. You can also find more information about the virus and hotlines on the website of the Federal Ministry of Health. I have shown you the link. </speak>",,node_2_1561695470965,,node_1_1561695416119,DE_anything_else_evaluation
120_node_2_1561695470965__2_1,"Unfortunately I cannot answer your question, I still have a lot to learn. However, I suggest you contact the Independent Patient Advice Service Germany on 0800 011 77 22. You can also find more information about the virus and hotlines on the website of the Federal Ministry of Health. I have shown you the link.",,node_2_1561695470965,,node_1_1561695416119,DE_anything_else_evaluation
121_node_2_1561695470965__3_1,,20_node_2_1561695470965_,node_2_1561695470965,,node_1_1561695416119,DE_anything_else_evaluation
122_node_3_1550575826840_DE_comment_racist_1_1,<speak> Your intolerant behavior scares me. Please be polite. </speak>,,node_3_1550575826840,DE_comment_racist,node_37_1550518945195,DE_comments
123_node_3_1550575826840_DE_comment_racist_2_1,Your intolerant behavior scares me. Please be polite.,,node_3_1550575826840,DE_comment_racist,node_37_1550518945195,DE_comments
124_node_3_1568211043061_DE_comment_positive_1_1,"<speak> Thank you, I appreciate your compliment. </speak>",,node_3_1568211043061,DE_comment_positive,node_37_1550518945195,DE_comments
125_node_3_1568211043061_DE_comment_positive_2_1,"Thank you very much, I appreciate your compliment.",,node_3_1568211043061,DE_comment_positive,node_37_1550518945195,DE_comments
