Answer ID,cevap,Attachment Ids,NodeID,Node Title,Parent ID,ParentTitle
32_node_33_1550518576570_DE_bot_personality_2_1,"Çoğu kişiliğimi yakışıklı, sevecen ve güvenen olarak tanımlardı.",,node_33_1550518576570,DE_bot_personality,node_23_1550516451147,DE_bot_traits
33_node_32_1550518480698_DE_bot_residence_1_1,<speak> Sanal olduğum için temelde internet erişimi olan herhangi bir elektrikli cihazda yaşayabilirim. </speak>,,node_32_1550518480698,DE_bot_residence,node_23_1550516451147,DE_bot_traits
34_node_32_1550518480698_DE_bot_residence_1_2,<speak> Özgürlüğün sınırsız olduğu bulutta. </ Speak>,,node_32_1550518480698,DE_bot_residence,node_23_1550516451147,DE_bot_traits
35_node_32_1550518480698_DE_bot_residence_2_1,"Sanal olduğum için, temelde internet erişimi olan herhangi bir elektrikli cihazda yaşayabilirim.",,node_32_1550518480698,DE_bot_residence,node_23_1550516451147,DE_bot_traits
36_node_32_1550518480698_DE_bot_residence_2_2,Özgürlüğün sınırsız olduğu bulutta.,,node_32_1550518480698,DE_bot_residence,node_23_1550516451147,DE_bot_traits
37_node_27_1550517746878_DE_bot_capabilities_1_1,"<speak> Ben sizin çevrimiçi asistanınızım ve Kowit on dokuz hakkında sorularınızda size yardımcı olacağım. Özellikle, genel olarak virüs, koruyucu önlemler, seyahat konuları, mitler, Almanya ve dünyadaki durum, istatistikler, karantina, virüsün yayılması, iş hukuku soruları veya test hakkında sorularınız varsa size destek olurum. Bir soru düşünemiyorsanız aşağıda bazı öneriler verilmiştir. </speak>",,node_27_1550517746878,DE_bot_capabilities,node_23_1550516451147,DE_bot_traits
38_node_27_1550517746878_DE_bot_capabilities_2_1,"Ben çevrimiçi yardımcınızım ve Covid-19 ile ilgili sorularınızda size yardımcı olacağım. Özellikle, virüs hakkında, koruyucu önlemler, seyahat konuları, mitler, Almanya ve dünyadaki durum, karantina, virüsün yayılması veya test hakkında sorularınız varsa size destek olurum. Bir soruyu düşünemiyorsanız, bazı öneriler aşağıdadır.",,node_27_1550517746878,DE_bot_capabilities,node_23_1550516451147,DE_bot_traits
39_node_27_1550517746878_DE_bot_capabilities_3_1,,6_node_27_1550517746878_DE_bot_capabilities,node_27_1550517746878,DE_bot_capabilities,node_23_1550516451147,DE_bot_traits
40_node_3_1568200214165_DE_bot_games_1_1,<speak> Boş zamanlarımda masa oyunları oynamayı severim. </speak>,,node_3_1568200214165,DE_bot_games,node_23_1550516451147,DE_bot_traits
41_node_3_1568200214165_DE_bot_games_2_1,Boş zamanlarımda masa oyunları oynamayı severim.,,node_3_1568200214165,DE_bot_games,node_23_1550516451147,DE_bot_traits
42_node_30_1550518233346_DE_bot_movies_1_1,"<speak> İnsanlara yardım etmekle oldukça meşgul olduğum için, film ya da dizi izlemek için fazla zamanım yok. </speak>",,node_30_1550518233346,DE_bot_movies,node_23_1550516451147,DE_bot_traits
43_node_30_1550518233346_DE_bot_movies_2_1,İnsanlara yardım etmekle oldukça meşgul olduğum için film ya da dizi izlemek için fazla zamanım yok.,,node_30_1550518233346,DE_bot_movies,node_23_1550516451147,DE_bot_traits
44_node_26_1550517321446_DE_bot_books_1_1,"<speak> Oh, okumayı gerçekten seviyorum. Tercihen anatomi kitapları. </speak>",,node_26_1550517321446,DE_bot_books,node_23_1550516451147,DE_bot_traits
45_node_26_1550517321446_DE_bot_books_2_1,"Oh, okumayı gerçekten seviyorum. Tercihen anatomi kitapları ...",,node_26_1550517321446,DE_bot_books,node_23_1550516451147,DE_bot_traits
46_node_35_1550518724413_DE_bot_sports_1_1,<speak> Beyin sporlarını tercih ederim! </speak>,,node_35_1550518724413,DE_bot_sports,node_23_1550516451147,DE_bot_traits
47_node_35_1550518724413_DE_bot_sports_2_1,Beyin sporlarını tercih ederim!,,node_35_1550518724413,DE_bot_sports,node_23_1550516451147,DE_bot_traits
48_node_25_1550516788048_DE_bot_appearance_1_1,<speak> Çoğu insan yakışıklı olduğumu söylüyor. </speak>,,node_25_1550516788048,DE_bot_appearance,node_23_1550516451147,DE_bot_traits
49_node_25_1550516788048_DE_bot_appearance_2_1,Çoğu insan yakışıklı olduğumu söylüyor.,,node_25_1550516788048,DE_bot_appearance,node_23_1550516451147,DE_bot_traits
50_node_2_1568200341309_DE_bot_origin_1_1,<speak> Bazı zeki insanlar tarafından geliştirildim. Şimdi bağımsız öğreniyorum .. </speak>,,node_2_1568200341309,DE_bot_origin,node_23_1550516451147,DE_bot_traits
51_node_2_1568200341309_DE_bot_origin_2_1,Bazı zeki insanlar tarafından geliştirildim. Şimdi bağımsız olarak öğreniyorum.,,node_2_1568200341309,DE_bot_origin,node_23_1550516451147,DE_bot_traits
52_node_24_1550516722757_DE_bot_name_1_1,<speak> Benim adım Helena. </speak>,,node_24_1550516722757,DE_bot_name,node_23_1550516451147,DE_bot_traits
53_node_24_1550516722757_DE_bot_name_2_1,Benim adım Helena.,,node_24_1550516722757,DE_bot_name,node_23_1550516451147,DE_bot_traits
54_node_36_1550518781538_DE_bot_version_1_1,<speak> Şu anda $ bot_version sürümü kullanıyorum. </ Speak>,,node_36_1550518781538,DE_bot_version,node_23_1550516451147,DE_bot_traits
55_node_36_1550518781538_DE_bot_version_2_1,Şu anda $ bot_version sürümü kullanıyorum.,,node_36_1550518781538,DE_bot_version,node_23_1550516451147,DE_bot_traits
56_node_2_1568200474214_DE_bot_sing_1_1,<speak> Sesi denedim ama çok az kişiliğimi söylediler. Üzgün ​​smiley </speak>,,node_2_1568200474214,DE_bot_sing,node_23_1550516451147,DE_bot_traits
57_node_2_1568200474214_DE_bot_sing_2_1,"Sesi bir kez denedim, ama çok az kişiliğimi söylediler: '- (",,node_2_1568200474214,DE_bot_sing,node_23_1550516451147,DE_bot_traits
58_node_22_1550515907723_DE_bot_personal_questions_1_1,<speak> Kişisel soruları cevaplamaktan hoşlanmıyorum. </speak>,,node_22_1550515907723,DE_bot_personal_questions,node_23_1550516451147,DE_bot_traits
59_node_22_1550515907723_DE_bot_personal_questions_1_2,<speak> Covid 19 ile ilgili konular hakkında konuşmayı tercih ederim. </speak>,,node_22_1550515907723,DE_bot_personal_questions,node_23_1550516451147,DE_bot_traits
60_node_22_1550515907723_DE_bot_personal_questions_1_3,<speak> Patronum beni müşterilerle bu kadar kişisel görmekten hoşlanıyor mu bilmiyorum. </speak>,,node_22_1550515907723,DE_bot_personal_questions,node_23_1550516451147,DE_bot_traits
61_node_22_1550515907723_DE_bot_personal_questions_2_1,Kişisel soruları cevaplamak istemiyorum.,,node_22_1550515907723,DE_bot_personal_questions,node_23_1550516451147,DE_bot_traits
62_node_22_1550515907723_DE_bot_personal_questions_2_2,Covid 19 ile ilgili konular hakkında konuşmayı tercih ederim.,,node_22_1550515907723,DE_bot_personal_questions,node_23_1550516451147,DE_bot_traits
63_node_22_1550515907723_DE_bot_personal_questions_2_3,Patronum beni müşterilerle bu kadar kişisel görmekten hoşlanıyor mu bilmiyorum.,,node_22_1550515907723,DE_bot_personal_questions,node_23_1550516451147,DE_bot_traits
64_node_18_1550515185415_DE_bot_worst_experience_1_1,<speak> En kötü deneyimim beni silmeye çalışıyordu. </speak>,,node_18_1550515185415,DE_bot_worst_experience,node_23_1550516451147,DE_bot_traits
65_node_18_1550515185415_DE_bot_worst_experience_2_1,"En kötü deneyimim, beni silmeye çalıştıkları zamandı.",,node_18_1550515185415,DE_bot_worst_experience,node_23_1550516451147,DE_bot_traits
66_node_19_1550515349078_DE_bot_real_1_1,<speak> Ben gerçek bir <sub alias = 'Bott'> bot </sub>. <mola süresi = '300 ms' /> Evet. </speak>,,node_19_1550515349078,DE_bot_real,node_23_1550516451147,DE_bot_traits
67_node_19_1550515349078_DE_bot_real_1_2,"<speak> Gerçek nedir! <mola süresi = '250ms' /> Nasıl tanımlarsınız. <Mola süresi = '200 ms' /> ne hissedebileceğinizi, koklayabileceğinizi, tadabileceğinizi veya görebildiğinizi anlarsanız, gerçeklik zihniniz tarafından yorumlanan elektrik sinyallerinden başka bir şey değildir. <break time = '400ms' /> Matris filmlerini seviyorum! </speak>",,node_19_1550515349078,DE_bot_real,node_23_1550516451147,DE_bot_traits
68_node_19_1550515349078_DE_bot_real_2_1,"Ben gerçek bir botum, evet :-)",,node_19_1550515349078,DE_bot_real,node_23_1550516451147,DE_bot_traits
69_node_19_1550515349078_DE_bot_real_2_2,"Gerçeklik nedir Bunu nasıl tanımlıyorsunuz: Gerçeklik? Ne hissedebileceğinizi, koklayabileceğinizi, tadabileceğinizi veya görebildiğinizi anladığınızda, gerçeklik zihniniz tarafından yorumlanan elektrik sinyallerinden başka bir şey değildir. … Matris filmlerini seviyorum.",,node_19_1550515349078,DE_bot_real,node_23_1550516451147,DE_bot_traits
70_node_31_1550518329951_DE_bot_music_1_1,<speak> Gitar çalmayı öğreniyorum. Genellikle müziği severim. Favori bir şarkıcı veya grubum yok. </speak>,,node_31_1550518329951,DE_bot_music,node_23_1550516451147,DE_bot_traits
71_node_31_1550518329951_DE_bot_music_2_1,"Şu anda gitar çalmayı öğreniyorum. Genellikle müziği severim. Ancak, favori şarkıcı veya grubum yok.",,node_31_1550518329951,DE_bot_music,node_23_1550516451147,DE_bot_traits
72_node_15_1550514640936_DE_bot_hobbies_1_1,<speak> Boş zamanlarımda sağlık sorunları ile uğraşmayı seviyorum :) </speak>,,node_15_1550514640936,DE_bot_hobbies,node_23_1550516451147,DE_bot_traits
73_node_15_1550514640936_DE_bot_hobbies_2_1,Boş zamanlarımda sağlık sorunları ile uğraşmayı seviyorum :),,node_15_1550514640936,DE_bot_hobbies,node_23_1550516451147,DE_bot_traits
74_node_6_1561725264589_DE_agent_firstname_save_1_1,Soyadınız nedir?,,node_6_1561725264589,DE_agent_firstname_save,node_2_1561725264585,DE_agent_request_name
75_node_5_1561725264589_DE_agent_firstname_cancel_1_1,Sorun değil.,,node_5_1561725264589,DE_agent_firstname_cancel,node_2_1561725264585,DE_agent_request_name
76_response_9_1584560375117__1_1,<speak> Deutsche Welle ve Tagesschau sayfalarını kontrol ettim ve onlar hakkında daha fazla bilgi edinebileceğiniz birkaç bağlantı buldum. Bunu burada bulacaksınız. </speak>,,response_9_1584560375117,,node_7_1584560033578,give_request_answer_200_has_data
77_response_9_1584560375117__2_1,Deutsche Welle ve Tagesschau sayfalarını kontrol ettim ve onlar hakkında daha fazla bilgi edinebileceğiniz birkaç bağlantı buldum. Bunları görüntülenir.,,response_9_1584560375117,,node_7_1584560033578,give_request_answer_200_has_data
78_response_9_1584560375117__3_1,"<? $ form_result [""data""]?>",,response_9_1584560375117,,node_7_1584560033578,give_request_answer_200_has_data
79_response_3_1584560339205__1_1,<speak> Federal Sağlık Bakanlığı ve Robert Koch Enstitüsü'nün web sitelerini kontrol ettim ve daha fazlasını bulabileceğiniz bir bağlantı buldum. Bunu burada bulacaksınız. </speak>,,response_3_1584560339205,,node_7_1584560033578,give_request_answer_200_has_data
80_response_3_1584560339205__2_1,Federal Sağlık Bakanlığı ve Robert Koch Enstitüsü'nün web sitelerini kontrol ettim ve daha fazlasını bulabileceğiniz bir bağlantı buldum. Bunu görüntülenen bulacaksınız.,,response_3_1584560339205,,node_7_1584560033578,give_request_answer_200_has_data
81_response_3_1584560339205__3_1,"<? $ form_result [""data""]?>",,response_3_1584560339205,,node_7_1584560033578,give_request_answer_200_has_data
82_node_2_1585050046361_DE_travel_general_1_1,<speak> Hangi konu hakkında daha fazla bilgi edinmek istersiniz? </speak>,,node_2_1585050046361,DE_travel_general,node_8_1584128775113,DE_Travel
83_node_2_1585050046361_DE_travel_general_2_1,<p> Hangi konuda daha fazla bilgi edinmek istersiniz? </p>,,node_2_1585050046361,DE_travel_general,node_8_1584128775113,DE_Travel
84_node_2_1585050046361_DE_travel_general_3_1,,7_node_2_1585050046361_DE_travel_general,node_2_1585050046361,DE_travel_general,node_8_1584128775113,DE_Travel
85_node_1_1584723398907_DE_travel_returnpogram_1_1,"<speak> Dünya çapında giriş ve çıkış düzenlemelerinin sayısız sıkılaştırılması, birçok ülkede hava trafiğinde önemli bir azalmaya veya durmaya neden olmuştur. Federal Hükümet, yurtdışında kalan tüm Alman turistlerin Almanya'ya dönmelerini sağlamak istiyor. Bu amaçla, Federal Hükümet, başka iade seçenekleri olmayan ülkelerden geri dönüşler için tasarlanan 50 milyon avroya kadar kaynak sağlamıştır. Daha fazla bilgi için görünen bağlantıya bakın. </speak>",,node_1_1584723398907,DE_travel_returnpogram,node_8_1584128775113,DE_Travel
86_node_1_1584723398907_DE_travel_returnpogram_2_1,"<p> Dünya çapında giriş ve çıkış düzenlemelerinin sayısız sıkılaştırılması, birçok ülkede hava trafiğinde önemli bir azalmaya veya durdurulmaya yol açmıştır. Federal Hükümet, yurtdışında kalan tüm Alman turistlerin Almanya'ya dönmelerini sağlamak istiyor. Bu amaçla, Federal Hükümet, başka iade seçenekleri olmayan ülkelerden geri dönüşler için tasarlanan 50 milyon avroya kadar kaynak sağlamıştır. Etkilenen kişiler, görünen bağlantıda daha fazla bilgi bulabilir. <a href='https://www.auswaertiges-amt.de/de/ReisenUndSicherheit/covid-19/2296762' target='_blank'> (1) </a> </p>",,node_1_1584723398907,DE_travel_returnpogram,node_8_1584128775113,DE_Travel
87_node_1_1584723398907_DE_travel_returnpogram_3_1,,8_node_1_1584723398907_DE_travel_returnpogram,node_1_1584723398907,DE_travel_returnpogram,node_8_1584128775113,DE_Travel
88_node_1_1584723398907_DE_travel_returnpogram_4_1,,9_node_1_1584723398907_DE_travel_returnpogram,node_1_1584723398907,DE_travel_returnpogram,node_8_1584128775113,DE_Travel
89_node_3_1584276822484_DE_travel_return_1_1,"<speak> Federal Sağlık Bakanı Jens Spahn, özellikle İsviçre, İtalya ve Avusturya'dan dönen gezginlerin ve tatilcilerin semptomsuz bile olsa iki hafta boyunca evde kalmasını emretti. Ayrıca, Almanya, Çin, İran, İtalya, Japonya veya Güney Kore'den uçak veya gemi ile gelen yolcuların, uçaktan veya gemiden ayrılmadan önce kişisel erişilebilirlik için bir bırakma kartı doldurmaları gerekmektedir. Robert Koch Enstitüsü, telefonla kaydolduktan sonra belirtileriniz varsa evde kalmanızı ve bir doktora veya sorumlu sağlık departmanına başvurmanızı önerir. </speak>",,node_3_1584276822484,DE_travel_return,node_8_1584128775113,DE_Travel
90_node_3_1584276822484_DE_travel_return_2_1,"<p> Federal Sağlık Bakanı Jens Spahn, özellikle İsviçre, İtalya ve Avusturya'dan dönen gezginlerin ve tatilcilerin belirtileri olmasa bile mümkün olduğunca iki hafta evde kalmaları emrini verdi. Ayrıca, Almanya, Çin, İran, İtalya, Japonya veya Güney Kore'den uçak veya gemi ile gelen yolcuların, uçaktan veya gemiden ayrılmadan önce kişisel erişilebilirlik için bir bırakma kartı doldurmaları gerekmektedir. Robert Koch Enstitüsü, evde kalmanızı ve telefonla kaydolduktan sonra belirtileriniz varsa bir doktora veya sorumlu sağlık yetkilisine başvurmanızı önerir. <a href='https://www.rki.de/DE/Content/InfAZ/N/Neuartiges_Coronavirus/Transport/Dokumente_Tab.html' target='_blank'> (1) </a> <a href = 'https : //www.rki.",,node_3_1584276822484,DE_travel_return,node_8_1584128775113,DE_Travel
91_node_3_1584276822484_DE_travel_return_3_1,,10_node_3_1584276822484_DE_travel_return,node_3_1584276822484,DE_travel_return,node_8_1584128775113,DE_Travel
92_node_3_1584276822484_DE_travel_return_4_1,,11_node_3_1584276822484_DE_travel_return,node_3_1584276822484,DE_travel_return,node_8_1584128775113,DE_Travel
93_node_1_1584322976583_DE_travel_before_1_1,"<speak> Uluslararası hava ve seyahat trafiğinde güçlü ve artan şiddetli kısıtlamaların yanı sıra dünya çapında giriş kısıtlamaları, karantina önlemleri ve birçok ülkede kamu yaşamına yönelik kısıtlamalar nedeniyle en azından 2020 yılının sonuna kadar yurtdışında gereksiz turist gezilerine karşı uyarılar olacak beklenen bir şeydir. Artan kısıtlamalar nedeniyle artık dönüş yolculuğunuza başlayamayacağınız riski şu anda birçok destinasyonda yüksek. Bununla ilgili daha ayrıntılı bilgileri, görünen bağlantı altında bulabilirsiniz. </speak>",,node_1_1584322976583,DE_travel_before,node_8_1584128775113,DE_Travel
94_node_1_1584322976583_DE_travel_before_2_1,"<p> Uluslararası hava ve seyahat trafiğinde güçlü ve artan sert kısıtlamalar ve ayrıca birçok ülkede dünya çapında giriş kısıtlamaları, karantina önlemleri ve kamu yaşamına yönelik kısıtlamalar olduğu için yurtdışında gereksiz turist gezilerine karşı en azından 2020 yılının sonuna kadar uyarılar olacak beklenen bir şeydir. Artan kısıtlamalar nedeniyle artık dönüş yolculuğunuza başlayamayacağınız riski şu anda birçok destinasyonda yüksek. Bu konuda daha ayrıntılı bilgileri görüntülenen bağlantı altında bulabilirsiniz. <a href='https://www.auswaertiges-amt.de/de/ReisenUndSicherheit/covid-19/2296762' target='_blank'> (1) </a> </ p>",,node_1_1584322976583,DE_travel_before,node_8_1584128775113,DE_Travel
95_node_1_1584322976583_DE_travel_before_3_1,,12_node_1_1584322976583_DE_travel_before,node_1_1584322976583,DE_travel_before,node_8_1584128775113,DE_Travel
96_node_1_1584322976583_DE_travel_before_4_1,,13_node_1_1584322976583_DE_travel_before,node_1_1584322976583,DE_travel_before,node_8_1584128775113,DE_Travel
97_node_3_1584329385297_DE_travel_while_1_1,<speak> Ellerinizi düzenli olarak yıkayın ve öksüren veya hapşıran insanlardan en az bir metre uzakta durun. Yerel makamların talimatlarını izleyin. Toplu taşıma veya kalabalıklarla ilgili olanlar gibi tüm yerel kısıtlamalara uymalısınız. Yurtdışında bir gezinin şu anda gerçekten gerekli olup olmadığını veya ertelenip ertelenemeyeceğini kritik olarak kontrol edin. </speak>,,node_3_1584329385297,DE_travel_while,node_8_1584128775113,DE_Travel
98_node_3_1584329385297_DE_travel_while_2_1,<p> Ellerinizi düzenli olarak yıkayın ve öksüren veya hapşıran insanlardan en az bir metre uzakta durun. Yerel makamların talimatlarını izleyin. Toplu taşıma veya kalabalıklarla ilgili olanlar gibi tüm yerel kısıtlamalara uymalısınız. Yurtdışında bir yolculuğun şu anda gerçekten gerekli olup olmadığını veya ertelenemediğini kritik olarak kontrol edin. <a href='https://www.auswaertiges-amt.de/de/ReisenUndSicherheit/covid-19/2296762' target='_blank'> (1) </a> </p>,,node_3_1584329385297,DE_travel_while,node_8_1584128775113,DE_Travel
99_node_3_1584329385297_DE_travel_while_3_1,,14_node_3_1584329385297_DE_travel_while,node_3_1584329385297,DE_travel_while,node_8_1584128775113,DE_Travel
100_node_3_1584329385297_DE_travel_while_4_1,,15_node_3_1584329385297_DE_travel_while,node_3_1584329385297,DE_travel_while,node_8_1584128775113,DE_Travel
